Cycles,1768
NONE,0
Instructions Retired,1074
LSU Busy,0
Fetch Wait,0
Loads,0
Stores,0
Jumps,0
Conditional Branches,0
Taken Conditional Branches,0
Compressed Instructions,0
Multiply Wait,0
Divide Wait,0
